param DistanceMatrix:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 :=
80 4.981063 5.037555 4.040045 5.959130 2.918253 5.343612 4.972010 4.676892 5.059852 4.861081 4.996059 4.778633 4.617083 5.759457 6.412437 4.824917 4.680267 4.226950 6.106061 4.181816 4.592362 2.774613 3.983067 3.752683 3.250640 4.083032 4.332055 4.478954 3.498977 4.310530 4.337680 4.996035 3.414813 4.723728 3.788154 3.320857 4.159019 3.844850 4.219454 4.888684 4.118035 3.484336 5.039731 2.872741 3.875487 3.923081 4.120761 4.728997 3.938501 5.019833 5.735847 4.681541 5.307900 4.655529 4.688309 4.314942 4.687030 4.352338 5.316926 7.388697 5.429696 5.199098 4.619387 3.929840 3.932052 3.429375 5.094259 4.450118 5.046619 6.237621 4.816368 3.604236 3.836965 4.832591 4.157456 4.688159 5.115656 3.830555 5.429139 0.000000 3.992086 3.261462 3.757801 3.783832 4.343272 3.551161 3.348491 3.572088 3.387550 3.784942 3.918758 3.834445 4.367153 2.764672 3.618465 5.849893 5.093427 3.887568 4.140678 2.821007 4.158874 4.545425 2.740437 3.894670 3.478314 3.607753 3.729418 3.837610 3.704651 3.611498 4.796122 3.087194 3.984942 3.837829 3.363230 4.151196 3.910125 2.919642 5.023332 3.167986 3.062891 5.403703 2.419985 3.294103 3.725629 2.999549 3.469924 3.688142 2.928085 3.170584 5.758064 5.176169 5.532409 5.000207 5.463428 5.528025 5.319441 4.774305 4.977054 3.919339 4.684991 5.178600 4.714647 3.953434 5.547915 4.910190 6.323346 5.384836 5.248296 5.735602 5.963787 6.303532 5.336189 5.978273 5.897714 5.453165 5.457093 5.396765 6.662107 6.043190 4.993085 4.577415 4.372827 4.982700 5.797497 5.107513 5.347713 5.761738 5.186884 5.308624 5.321946 6.408568 5.891926 5.514554 4.720687 6.013986 5.823418 5.611907
81 5.901792 4.361877 5.534285 7.131755 5.167262 6.243897 5.488032 5.764791 5.187620 4.860305 5.811993 4.691645 4.797120 6.287860 7.052774 5.584499 6.223510 5.484050 6.843949 5.287414 5.163723 4.681811 4.284375 3.711319 3.962707 6.355472 4.931796 4.187181 4.906778 4.375094 5.608672 5.607423 4.079976 6.067397 4.654170 4.087210 4.797866 4.067455 3.337860 6.505449 4.989848 4.594584 5.632175 4.630835 4.164250 5.891944 5.633117 4.946586 5.066703 5.667949 5.352755 5.134380 6.048599 5.852322 5.008579 5.430505 5.450980 5.250067 5.984512 4.971504 4.628813 4.336264 3.118504 2.685276 3.213873 3.391502 3.480184 2.127867 4.846098 5.602599 4.511530 4.164176 3.509069 6.393812 3.724902 2.795538 2.623043 3.983319 5.125026 3.992086 0.000000 2.418844 3.057501 5.392643 3.928749 1.830315 2.759999 3.577707 3.525309 3.038473 3.371491 3.560362 4.142711 2.461554 2.482987 6.782495 5.637027 1.608014 3.392480 3.687533 2.366385 2.722790 3.615004 2.525479 2.377556 4.423142 2.548008 3.889746 2.744940 4.070530 5.845684 2.834417 5.051197 2.900572 3.212722 3.076302 2.394725 2.723068 4.790139 3.442384 3.808620 7.362592 5.414174 5.584867 5.329565 2.818247 3.738397 5.281669 3.309428 4.673015 5.418319 5.475114 5.764133 5.572200 5.158084 5.826737 6.594083 7.047970 5.742723 5.363304 5.649036 5.374529 5.917830 5.652578 6.207392 5.938326 7.172212 6.746804 6.310410 6.873787 7.156999 6.955383 6.453508 7.091029 5.852824 7.342373 6.779389 6.965317 8.149426 7.118809 6.121513 5.752961 5.773528 5.742753 6.321142 6.365796 6.896123 6.191297 6.492853 7.314794 5.464790 6.420652 6.629839 7.421235 6.378689 7.397928 6.890958 7.606896
82 4.332998 3.072619 3.553841 5.339329 3.852685 4.507530 3.480896 4.111090 3.541639 3.106587 3.939372 2.800913 2.806015 4.827964 5.325210 3.996745 4.458084 3.978850 5.163394 3.568827 3.901578 2.865635 2.556732 1.983282 2.302336 5.320602 3.089581 2.429005 3.497760 2.516961 3.870825 3.694497 2.554351 4.966746 2.912657 2.182320 3.447510 2.355925 2.022526 4.950006 3.587015 2.640719 3.835885 2.997664 2.646400 4.082277 3.807498 3.220732 3.141632 3.922221 3.774611 3.121038 4.610580 4.197777 3.320538 3.637926 3.871792 3.442348 4.195978 5.543175 4.879272 4.340192 2.876189 2.598589 3.640551 2.389978 3.057554 2.163643 4.576133 5.436508 3.681942 3.461042 2.701586 5.694513 2.965413 3.226196 2.737131 3.718244 4.608151 3.261462 2.418844 0.000000 3.022903 4.443649 2.926648 1.824667 2.889801 3.610928 3.008339 2.902172 3.161208 3.280973 3.732587 2.011709 2.667833 6.124847 4.947632 1.890401 2.745191 3.427465 2.385644 2.456070 2.789997 2.880165 1.639522 4.153594 1.856512 3.161942 2.655767 3.080723 5.098757 2.433111 4.625559 3.167748 3.071644 4.199458 2.382133 2.618171 4.255079 2.777267 2.891509 6.716952 4.587316 4.413084 4.213160 2.471594 2.991873 4.873679 2.878536 3.722845 4.687996 4.475747 4.849327 4.580723 4.671009 5.139237 5.746671 6.255628 4.932065 4.684461 4.782007 4.196300 5.126792 4.625051 4.949487 4.766002 6.201586 5.571890 5.061609 5.659190 5.913331 5.776722 5.440320 5.894345 5.137043 6.138832 5.474262 6.001686 6.808119 5.870652 5.214068 4.781341 5.009274 4.652366 5.146451 5.340245 5.600217 5.042333 5.096807 5.930551 4.747895 5.643892 5.283178 6.086294 5.026685 6.070401 5.703667 6.342671
83 6.421520 5.472683 5.201356 7.308117 4.480959 6.372560 5.537441 5.553098 5.831816 5.534476 5.967890 4.622923 4.714311 6.707636 7.457128 5.320917 5.706136 5.096966 6.832624 5.763045 6.135478 4.491309 4.746055 3.622992 3.668743 4.960574 4.662238 4.301123 4.480047 4.925488 4.856994 5.531091 4.099710 5.594957 4.117200 4.134652 4.523052 3.576181 4.136465 7.183552 5.740297 4.728954 6.016017 4.959667 5.084198 5.788342 6.128551 5.838591 5.014268 5.983846 6.372433 4.967811 6.647564 5.480877 5.600661 5.429578 6.088098 4.974041 6.223045 6.517371 4.287422 4.595128 3.953392 4.202503 2.838719 3.176913 5.429375 3.372616 4.540281 6.882126 3.694250 3.724917 3.009365 5.942368 4.162281 3.927793 4.470528 4.021586 6.034144 3.757801 3.057501 3.022903 0.000000 4.283844 3.975704 2.950975 1.571456 1.471325 2.027007 1.645901 2.614607 2.148245 3.055190 3.619036 3.873170 7.245730 5.078865 3.655321 4.612390 4.387987 4.156856 3.424351 3.462340 3.434744 3.048116 3.739632 2.837109 2.790877 3.838479 3.770258 6.740496 3.365810 3.592224 2.154275 2.475142 3.241146 3.030545 3.024349 4.987510 3.786935 3.962422 6.533577 4.210020 5.759980 5.575508 3.289878 3.864843 3.233953 2.708169 3.754935 5.342065 4.938877 4.735488 5.076569 4.456268 5.101312 5.206063 5.550901 4.986675 3.893905 4.173291 4.487648 4.322125 4.944587 5.929995 5.160748 6.444410 5.688961 5.420920 6.335898 6.430136 6.454630 5.471538 6.492418 5.330809 6.324952 6.125037 5.132273 7.218800 6.176075 5.323736 4.756305 4.472497 5.113859 5.481991 5.371597 5.894814 5.537685 5.119815 6.174047 4.814682 5.780718 5.777876 6.475740 5.248212 6.891393 6.178012 6.273266
84 6.653598 6.039161 5.559205 7.349468 4.673440 6.414295 5.780570 5.920752 5.840862 6.084291 6.553443 5.341405 5.383136 6.643712 7.570034 6.045072 5.794641 5.345891 7.164079 5.817135 6.503025 4.601019 5.666328 5.169711 5.054453 5.697856 5.195868 4.980545 5.407486 5.458785 5.810608 6.147767 4.537157 5.997652 4.945272 4.985777 5.231101 4.690265 5.115183 6.568439 5.733056 4.164031 6.547544 3.908649 5.344360 5.002940 5.790061 6.045444 4.994038 6.027565 6.774815 6.025770 6.840603 5.761723 5.829469 5.902006 6.120546 5.543795 6.634796 6.925609 4.624514 3.917214 4.748062 5.939488 4.516505 4.422632 6.137564 4.974765 4.609775 7.719044 3.747913 5.703850 3.881471 7.424077 6.100966 4.626652 5.310388 3.708287 6.170225 3.783832 5.392643 4.443649 4.283844 0.000000 5.296369 4.847498 3.656859 4.637262 3.186888 4.108583 3.025470 3.045795 2.481485 4.653435 5.585516 7.559247 5.938251 5.044566 5.845335 4.907719 5.249800 4.390522 3.959782 4.146051 4.351482 2.660162 3.724815 2.426609 4.269111 5.428989 6.341724 4.086576 3.941647 4.372518 4.040623 5.631344 4.517629 4.153166 3.295271 3.637179 4.730631 7.202100 3.657029 4.190294 5.507842 3.988173 3.999813 3.689170 3.561628 2.577227 5.202379 3.911064 3.885800 4.281560 3.314217 2.857019 2.876739 2.692290 2.168706 2.832959 2.821609 3.440980 3.038059 2.394046 4.295759 2.849206 3.687610 2.881396 2.887566 3.988176 4.964287 4.943864 4.792890 3.438147 3.671809 2.581609 2.949379 3.218426 5.600772 4.551462 2.788579 3.058964 2.440243 3.156230 3.412043 2.154901 3.809535 3.539084 3.646090 4.575355 3.326297 3.830435 3.656391 3.128482 2.738081 4.256965 3.944489 3.410042
85 4.921571 4.418454 3.839881 5.946318 4.001014 5.486258 4.645730 5.089505 5.047046 4.331470 5.368300 4.555690 4.381832 5.926259 6.244395 5.123915 5.163442 4.903130 6.409333 4.182281 4.673054 3.493473 3.999643 3.122104 3.422928 5.123524 3.904241 4.137169 4.424414 3.992952 4.654714 4.875078 4.079680 5.801736 3.791022 3.450950 3.820874 3.513430 3.955478 5.364996 4.070933 4.457483 4.400637 3.953054 3.474707 5.297296 5.168363 4.285781 4.264904 5.241898 4.679693 4.273963 5.412254 5.077695 4.223200 4.044578 4.647742 4.285211 4.677383 6.680698 5.857022 5.324028 4.966413 3.630717 4.514761 2.756193 4.537566 4.026682 5.408292 5.686042 4.070580 4.513499 4.069791 6.106861 3.146908 4.405340 4.473789 4.235950 4.518605 4.343272 3.928749 2.926648 3.975704 5.296369 0.000000 3.077298 4.029537 4.319476 3.499643 3.848054 3.795428 3.644226 4.405279 3.024633 3.205187 5.841269 4.160951 3.448821 3.619576 4.504259 4.400316 3.803066 2.878320 3.720379 3.464501 4.715592 3.075606 3.775861 2.947926 1.830270 4.794943 3.346328 4.959040 3.140612 3.428537 5.279664 3.126417 3.227177 5.158873 3.694263 2.486216 6.179308 4.755800 5.245125 3.881021 3.219982 2.948773 4.765080 3.089369 4.344375 4.639576 4.822491 5.072061 5.029274 4.972812 5.749790 6.206261 6.763940 5.991263 5.222068 5.067155 4.979132 5.754461 5.791623 5.332376 5.298651 6.993827 6.044434 5.462155 5.956746 5.852740 5.577833 4.890091 6.202106 5.230761 6.743792 5.978098 6.237394 6.726340 5.715445 5.516242 5.657436 5.494822 5.075403 5.930720 6.318962 6.123630 5.760050 5.300788 6.090280 4.992684 6.062030 5.792912 6.867771 5.530149 6.527686 5.866250 6.731704
86 4.552839 3.409154 4.543869 6.081635 3.880567 5.128409 4.228379 4.291281 4.160485 3.918371 4.907229 3.526024 3.813057 5.499918 6.189822 4.417667 4.899793 4.344601 5.941581 3.979046 3.965706 3.590355 3.101967 2.521329 2.749020 5.182667 3.781264 3.195160 3.694100 3.247124 4.675836 4.635592 2.887934 4.788851 3.188280 3.019205 3.355644 2.864422 2.437565 5.242134 3.917426 3.854410 4.526913 3.660361 3.261076 4.698011 4.699671 4.076494 3.979845 4.754461 4.853644 4.076407 5.129563 4.583129 3.696668 4.289961 4.245530 4.152189 4.956353 5.071684 4.108921 3.849669 2.520509 2.973802 2.641442 2.539999 3.750060 2.414890 3.804275 4.854423 3.585345 3.728018 2.825677 5.640022 3.219353 2.780203 2.696914 3.153720 4.193602 3.551161 1.830315 1.824667 2.950975 4.847498 3.077298 0.000000 2.595631 3.424931 3.121483 3.111769 3.035066 3.090682 3.699543 2.307649 2.419667 5.793920 4.430012 1.975631 3.446474 3.859549 2.549093 2.287664 2.751107 2.771348 2.121835 3.989972 2.268303 3.307742 2.563403 3.475023 5.742660 2.553759 4.298540 2.780557 2.896854 3.929256 2.366057 1.943910 4.389275 3.216113 3.349013 6.858610 4.770753 5.272491 5.166752 2.740237 3.404230 4.915429 3.019472 4.312589 4.228931 4.513954 4.949708 4.742947 4.560715 5.149006 5.942001 6.444041 5.040578 4.508395 4.599100 4.357956 4.929326 4.883431 5.291189 4.994761 6.509663 6.022271 5.466949 5.956885 6.049098 6.037416 5.418984 6.287790 5.073732 6.645350 5.951634 6.232910 7.296965 6.347870 5.565937 4.622877 4.814680 4.670144 5.499898 5.660784 5.918178 5.505288 5.377718 6.260118 4.694296 5.793440 5.618594 6.555260 5.409934 6.385528 5.771096 6.682587
87 6.175530 5.274763 5.200895 7.344735 4.317919 6.228292 5.568786 5.512744 5.559471 5.527559 5.878369 4.551047 4.766734 6.473126 7.303037 5.300538 5.558429 4.919487 6.802171 5.524080 5.778471 4.387955 4.795032 3.915316 3.975973 5.081248 4.884623 4.200755 4.584593 4.856928 5.010547 5.507560 3.708785 5.394318 4.053669 4.181281 4.452466 3.570320 3.786961 6.774707 5.389072 4.495593 6.149090 4.517952 4.799224 5.611322 5.917913 5.660484 4.764620 5.765599 6.082760 5.111318 6.557592 5.417048 5.307840 5.287292 5.824472 5.043513 6.216895 5.890202 3.678213 3.763669 3.426927 4.161148 2.093634 2.822784 5.127907 3.392426 4.107377 6.014377 2.959084 4.106715 2.954288 5.947067 4.382668 2.936324 3.825097 3.176926 5.042170 3.348491 2.759999 2.889801 1.571456 3.656859 4.029537 2.595631 0.000000 2.181335 2.121512 2.457701 1.996953 1.798290 2.464993 3.285574 3.694306 6.444048 4.642485 3.183227 4.543135 3.817295 3.505997 2.875375 3.456777 2.903561 2.995064 3.344781 2.574775 2.317251 3.303904 4.017167 6.154758 3.136153 3.353797 2.193093 2.904747 2.935598 2.884657 2.314629 4.386856 3.259372 4.001671 6.755104 4.054359 5.380940 5.537975 3.231448 3.779574 3.339943 2.523012 3.572048 4.632427 4.318562 4.306859 4.493645 4.008021 4.472275 4.738583 5.084695 4.372056 3.661844 3.977905 4.323892 4.094938 4.374600 5.291219 4.494517 5.910716 5.377442 5.012283 5.633203 5.861741 5.958423 5.130306 5.851300 4.657356 5.726581 5.593209 4.967710 7.063680 6.024007 4.924510 4.190326 3.933366 4.444199 5.048748 4.764664 5.338280 5.104117 4.806392 5.915002 4.266916 5.383971 5.441216 5.970310 4.727314 6.161732 5.507795 5.961037
88 6.555646 6.010800 5.424635 7.599012 4.350649 6.806205 6.058064 5.649101 6.545390 5.983946 6.341777 5.294579 5.373878 7.411619 7.975682 5.538154 5.914015 5.347653 7.214460 5.879711 6.289017 4.410650 5.051342 3.938377 3.851671 4.485776 5.153539 4.999766 4.597324 5.470225 5.158870 5.899037 4.606516 5.593766 4.386014 4.391389 4.811571 4.137813 4.823144 7.252307 5.988842 5.135272 6.375629 5.173763 5.447933 5.896860 6.466271 6.326602 5.468410 6.324562 6.958545 5.381131 7.007080 5.734431 5.908364 5.615602 6.405748 5.333059 6.625781 7.365603 4.894627 5.242023 4.722435 4.701297 3.041221 3.700673 6.179153 3.928956 5.138580 6.858528 4.220515 3.933772 3.519169 5.404736 4.409046 4.433180 5.294581 4.084016 6.323258 3.572088 3.577707 3.610928 1.471325 4.637262 4.319476 3.424931 2.181335 0.000000 2.404046 2.426977 3.413633 2.568942 3.894040 3.893995 4.038706 7.138251 4.787349 4.398797 5.185511 4.691701 4.591498 4.152251 3.479029 4.121532 3.538952 3.832344 3.457322 3.428188 4.379335 3.888716 6.872905 3.799226 3.335663 2.716805 2.732774 3.337089 3.463514 3.090317 5.626713 4.137241 3.978541 5.837136 3.651415 5.845031 5.560122 3.601835 4.316583 2.928711 3.069729 3.941721 5.756572 5.266599 5.062823 5.317397 5.282054 5.609102 5.445859 5.429563 5.492441 3.950217 4.365843 4.946435 4.454317 5.233573 6.040599 5.576042 6.894632 5.900275 5.824188 6.459794 6.450306 6.570475 5.567657 6.883827 5.833278 6.553050 6.529989 5.161589 7.485358 6.570572 5.633680 5.026302 4.502798 5.430356 5.909144 5.696103 5.935453 5.889983 5.264789 6.002461 5.126385 6.214267 6.277789 6.663634 5.469896 7.008483 6.393932 6.437184
89 6.126874 4.947302 4.884134 6.966986 4.090907 6.039175 5.269723 5.227929 5.700999 5.340135 5.998975 4.660234 4.603966 6.586101 7.276108 5.248903 5.556867 4.931364 6.720881 5.260996 5.929843 3.925813 4.578459 3.434535 3.756857 4.892013 4.143632 3.958554 4.567812 4.749330 5.104226 5.408225 3.931516 5.388050 3.965612 4.040103 4.168764 3.404700 3.925404 6.556972 5.256442 4.034351 5.688956 3.978976 4.504040 5.135161 5.751967 5.520210 4.855802 5.739010 6.112746 5.119994 6.243604 5.161845 5.179564 5.276941 5.751921 4.629408 5.931815 6.137445 3.779915 3.820201 4.084490 4.470419 3.045287 3.036870 5.376302 3.391381 4.026103 6.748204 2.992670 4.749532 3.223076 6.357592 4.141232 3.447066 4.536189 2.784430 5.516295 3.387550 3.525309 3.008339 2.027007 3.186888 3.499643 3.121483 2.121512 2.404046 0.000000 1.886333 1.800614 1.524785 2.386411 3.383445 3.719629 6.942903 4.737547 3.609941 4.506359 4.280370 3.936130 3.201692 2.536787 2.776736 2.782013 2.541319 2.230427 2.087585 3.184947 3.451903 5.986975 2.928622 2.825619 1.976756 1.972824 3.834202 2.602699 2.832642 3.801310 2.767429 2.944865 6.229796 3.550509 4.885757 4.910563 2.472543 3.099016 2.872179 2.394723 2.404928 4.782359 4.182658 4.143876 4.429366 3.407989 3.836672 3.966265 4.466303 3.967033 3.094424 3.115528 3.636716 3.757780 4.043473 4.720928 4.017190 5.552515 4.433260 4.376857 5.322039 5.814512 5.612385 5.053592 5.295194 4.259451 5.078652 5.097896 4.148514 6.786141 5.534526 3.982968 4.038202 3.398308 3.933403 4.812741 4.517789 5.199585 4.554016 4.577404 5.488666 3.562863 4.752255 5.049450 5.330500 4.333803 5.764882 5.077180 5.478982
90 6.475584 5.246812 5.334373 7.216417 4.896975 6.474634 5.437684 5.731982 5.754162 5.377592 6.111827 4.789963 4.794873 6.775230 7.544494 5.812384 6.106541 5.500799 7.076371 5.817818 6.180100 4.537783 4.596088 3.608395 3.709905 5.619065 4.544816 4.147059 4.875877 4.688213 5.279915 5.684822 4.342842 6.093459 4.525003 4.092367 4.956465 3.945523 4.170700 7.151934 5.656567 4.312819 5.879533 4.639029 4.740986 5.637022 5.935145 5.559363 5.150873 6.077194 6.288817 5.226418 6.590232 5.795883 5.572968 5.584828 6.031030 5.194174 6.241056 6.176590 4.687688 4.638837 3.985104 4.126538 3.841036 3.747997 4.932521 2.790633 4.749469 7.152401 3.930506 4.170713 2.877866 6.442506 4.026264 4.084242 4.306728 4.046448 6.248062 3.784942 3.038473 2.902172 1.645901 4.108583 3.848054 3.111769 2.457701 2.426977 1.886333 0.000000 2.645249 2.341056 2.969661 3.364226 3.887667 7.642682 5.696862 3.471367 4.333423 4.462734 3.954824 3.103041 2.998706 2.781341 2.261090 3.178776 2.253924 2.571890 3.158522 3.783943 6.293451 2.841642 4.329790 2.536953 2.003674 3.785611 2.232920 3.082627 4.405164 3.099825 3.478040 6.820761 4.241269 5.130044 5.006756 2.424930 3.212670 3.570190 2.303360 3.234050 5.668807 5.151172 4.910495 5.301813 4.288527 4.990428 5.260833 5.647058 4.803105 4.078740 4.260595 4.259588 4.611024 4.859687 5.899713 4.945685 6.219081 5.460531 5.267948 6.445450 6.771924 6.589488 5.840171 6.376278 5.210315 6.163802 5.961434 5.228298 7.271558 6.164623 5.064714 5.083140 4.689179 5.121019 5.489999 5.288509 6.276976 5.502427 5.459556 6.441894 4.719207 5.628979 5.773475 6.373179 5.355064 6.940810 6.287005 6.349467
91 6.364008 4.974421 5.331684 7.485780 4.737448 6.306900 5.398339 5.792784 5.479701 5.621554 6.305134 4.731857 4.785363 6.208370 7.257910 5.721393 5.994527 5.377488 7.093676 5.620268 6.098640 4.506708 4.945358 4.094447 4.373333 5.747118 4.682405 4.216430 5.058395 4.846116 5.661213 5.922979 3.873270 5.900738 4.459970 4.617662 4.490124 3.827222 3.898815 6.733484 5.442435 4.438023 6.154079 4.291561 4.815820 5.718974 5.959559 5.698465 5.001602 6.008052 5.952976 5.388636 6.587318 5.627391 5.484362 5.774695 5.985227 5.170473 6.386389 5.382993 3.320049 3.284013 3.753410 4.697400 2.818008 3.049486 5.008795 3.575903 3.933149 6.605191 2.832361 5.172148 3.551573 7.318064 4.985318 2.818078 3.850354 2.887283 5.065528 3.918758 3.371491 3.161208 2.614607 3.025470 3.795428 3.035066 1.996953 3.413633 1.800614 2.645249 0.000000 1.478092 1.391800 3.375010 4.144430 6.993405 5.233897 3.186869 4.808134 3.951957 3.861210 2.751946 3.443439 2.668592 3.143707 2.650777 2.073696 1.844529 2.939169 4.142429 6.108291 3.309504 3.321375 2.453925 2.993705 3.752078 2.903523 3.083815 3.261524 2.765466 3.923962 7.361230 4.446058 5.192414 5.408853 3.122020 3.552755 3.814812 2.848560 3.097700 4.680527 4.212799 4.375880 4.688137 2.868059 3.559496 4.090825 4.831997 3.618021 3.746583 3.440710 3.845680 4.052577 3.996526 4.965521 4.001253 5.239994 4.749684 4.510554 5.461098 6.095730 5.875521 5.487404 5.052627 4.011378 5.102701 4.904965 4.843406 6.979697 5.675044 4.272306 4.044323 3.632738 3.891524 4.763110 4.328286 5.413263 4.600557 4.910471 6.127069 3.566920 4.673205 4.957722 5.426003 4.567509 5.872151 5.128726 5.707519
92 6.316425 5.457605 5.291458 7.485935 4.458135 6.493439 5.576776 5.676011 5.876937 5.668603 6.400476 4.910816 5.040013 6.766596 7.590364 5.680284 5.851436 5.270059 7.188083 5.696755 6.082526 4.406919 5.010886 4.031593 4.153887 5.151968 4.843718 4.500475 4.931103 5.002823 5.460461 5.880865 4.132363 5.735386 4.353750 4.418193 4.581401 3.947764 4.344506 6.896370 5.492082 4.682313 6.265773 4.506413 4.925748 5.717173 6.223343 5.858868 5.033757 6.003813 6.333702 5.404808 6.796830 5.638259 5.491124 5.548292 6.015849 5.268410 6.443691 6.162777 3.844235 3.665544 4.050833 4.847477 2.869895 3.173467 5.455863 3.519860 4.218593 6.539773 2.748458 4.831805 3.115493 6.672176 4.824253 3.341122 4.276619 3.024057 5.267929 3.834445 3.560362 3.280973 2.148245 3.045795 3.644226 3.090682 1.798290 2.568942 1.524785 2.341056 1.478092 0.000000 1.673052 3.639909 4.248293 6.887454 4.763692 3.783614 5.048899 4.467297 4.214716 2.971767 3.159527 3.088437 3.093814 2.382983 2.184194 1.461371 3.107329 3.974593 6.287405 3.399279 3.125544 2.317031 2.604404 3.884861 2.787213 2.700582 3.903738 3.175425 3.820673 6.685451 3.917388 5.366656 5.400874 3.107802 3.460276 3.003254 2.428495 3.184204 4.661549 4.106297 3.929952 4.580539 3.219547 3.671958 4.219836 4.606661 3.802327 3.275847 3.080699 3.624362 3.637772 4.200211 4.806630 4.027533 5.415990 4.582858 4.290968 5.174672 5.587630 5.383514 4.868301 5.010946 3.795723 5.063654 4.875811 4.202871 6.447391 5.246391 4.209998 3.944344 3.248598 3.911337 4.421727 4.206229 4.947994 4.415988 4.248463 5.581233 3.487517 4.459962 4.725469 5.417122 4.274135 5.662871 4.830662 5.320748
93 6.619714 5.548908 5.673878 7.638873 5.015326 6.483300 5.606919 6.007564 5.603338 5.876446 6.557839 4.893262 5.075054 6.437639 7.542029 6.034524 6.027126 5.438582 7.244832 6.079496 6.406604 5.066095 5.354809 4.648889 4.747667 5.903780 5.010864 4.496358 5.367593 5.120048 5.780098 6.107355 4.159293 6.031713 4.738017 4.860760 4.948951 4.239713 4.393896 7.134239 5.718882 4.686346 6.519506 4.636796 5.160346 5.855965 6.259475 5.932136 5.082199 6.118007 6.421928 5.732701 6.913423 5.850361 5.710814 5.960931 6.166732 5.533525 6.624511 5.767474 3.569844 3.203042 3.869213 5.317191 3.505766 3.645231 5.395383 3.985400 3.923711 7.085786 2.798966 5.399256 3.383936 7.508231 5.560211 3.579317 4.169014 3.452284 5.439404 4.367153 4.142711 3.732587 3.055190 2.481485 4.405279 3.699543 2.464993 3.894040 2.386411 2.969661 1.391800 1.673052 0.000000 4.242617 5.048544 7.327946 5.675540 3.991015 5.301216 4.712866 4.522869 3.077939 3.880461 3.194408 3.554853 2.474417 2.596623 1.245388 3.303658 4.830555 6.592196 3.747968 3.818643 3.131961 3.343465 4.593461 3.437385 3.418513 3.320321 3.423845 4.587411 7.561913 4.641487 5.443458 5.965532 3.577465 3.655613 3.708305 2.911162 3.414723 4.712951 4.148379 3.981136 4.749214 2.480452 3.080192 3.986442 4.604062 3.104695 3.538614 3.182216 3.536962 3.672778 3.917113 5.006533 3.603179 4.814957 4.434465 3.996427 5.132167 5.767743 5.587437 5.197402 4.534853 3.400233 4.624244 4.425702 4.268838 6.380841 5.153471 4.045405 3.794707 3.323163 3.744932 4.119887 3.720692 5.055885 4.322696 4.403515 5.958550 3.498653 4.184350 4.348345 5.083937 4.152083 5.550387 4.667884 5.091687
94 5.103038 4.004515 4.381650 6.338860 4.193268 5.701540 4.711677 5.170854 4.672938 4.377430 5.190109 4.444226 4.347847 5.676919 6.353244 5.255403 5.575430 5.155749 6.565014 3.991731 4.502607 2.937047 3.608469 3.200112 3.217504 5.686404 4.277950 3.965822 4.292581 3.697551 5.079931 5.182373 3.661460 5.923569 4.083868 3.384504 4.239443 3.720222 3.407966 4.972457 4.195412 3.423976 4.713055 3.043482 3.437616 4.708965 4.350720 4.224259 4.290051 5.275075 4.694526 4.452546 5.480383 5.349141 4.426334 4.607653 4.733351 4.627773 5.312098 5.818208 5.452741 4.941143 3.902517 2.818328 3.854253 3.156269 3.581724 3.013860 5.295793 5.537348 4.462010 3.845917 3.510008 6.138695 3.495935 3.431509 3.442846 3.635854 4.893178 2.764672 2.461554 2.011709 3.619036 4.653435 3.024633 2.307649 3.285574 3.893995 3.383445 3.364226 3.375010 3.639909 4.242617 0.000000 2.188942 6.256029 4.980381 2.046418 3.339835 2.775444 2.881895 3.100630 2.619631 2.809848 2.405869 4.107321 2.406562 3.712439 2.516852 3.148693 4.415702 2.160178 4.833767 3.435328 3.278717 4.034578 2.504249 2.639836 4.253521 2.234649 2.717626 6.823428 4.087208 3.635395 3.260055 2.346073 3.188844 5.003128 2.931808 3.476458 5.265909 4.904776 5.466439 4.884501 5.289573 5.751957 5.861137 6.159281 5.335083 5.002710 5.165933 4.977804 5.495429 4.638408 5.430500 5.185626 6.324131 5.854784 5.632098 6.109611 6.403846 6.335034 5.849894 6.431999 5.852448 6.391729 5.815551 6.599314 7.535562 6.577753 5.425434 5.303745 5.323031 5.037205 5.962917 5.675259 6.220810 5.728176 5.878240 6.223714 5.026044 6.273001 6.102960 6.348006 5.520802 6.596747 6.411311 6.765157
